대분류코드,중분류코드,소분류코드,직무코드,직무명,직무역량코드,직무역량수준(능력단위수준 이면서 세분류의 자식),직무역량명,수준(직급수준),직급명
3,1,2,2,투자상품개발,13,5,투자상품 위험관리,5,투자상품개발 책임자
3,1,2,2,투자상품개발,14,5,투자환경 위험관리,5,투자상품개발 책임자
3,1,2,2,투자상품개발,5,6,파생내재상품 설계,6,투자상품개발 총괄관리자
3,1,2,2,투자상품개발,6,6,대체상품 설계,6,투자상품개발 총괄관리자
3,1,2,3,연금상품개발,5,6,연금 컨설팅,6,연금 컨설턴트
3,1,2,3,연금상품개발,7,6,연금계리,6,연금계리사
3,1,2,3,연금상품개발,9,4,연금제도 운영,4,연금상품 개발 운영 실무자
3,1,2,3,연금상품개발,10,4,연금상품 사후관리,4,연금상품 개발 운영 실무자
3,1,2,3,연금상품개발,6,7,연금상품 설계,7,연금상품 개발 총괄관리자
3,1,2,3,연금상품개발,8,7,연금자산 관리,7,연금상품 개발 총괄관리자
3,1,2,3,연금상품개발,1,5,연금시장 분석,5,연금상품 시장조사 실무자
3,1,2,3,연금상품개발,2,5,연금관련 제도분석,5,연금상품 시장조사 실무자
3,1,2,3,연금상품개발,3,5,연금고객 수요분석,5,연금상품 시장조사 실무자
3,1,2,3,연금상품개발,4,5,연금상품 판매인프라 구축,5,연금상품 판매 실무자
3,1,2,4,카드상품개발,3,5,카드상품 설계,5,카드상품 개발 관리자
3,1,2,4,카드상품개발,5,5,카드상품 구성,5,카드상품 개발 관리자
3,1,2,4,카드상품개발,6,5,카드상품 마케팅 전략수립,5,카드상품 개발 관리자
3,1,2,4,카드상품개발,2,4,카드상품개발 타당성 검토,4,카드상품 개발 실무자
3,1,2,4,카드상품개발,7,4,카드상품 출시준비,4,카드상품 개발 실무자
3,1,2,4,카드상품개발,9,4,카드상품 모니터링,4,카드상품 개발 실무자
3,1,2,4,카드상품개발,4,6,브랜드 기획,6,카드상품 개발 총괄관리자
3,1,2,4,카드상품개발,10,6,컴플라이언스,6,카드상품 개발 총괄관리자
3,1,2,4,카드상품개발,1,3,카드상품 기회발견,3,카드상품 시장조사 마케팅 실무자
3,1,2,4,카드상품개발,8,3,카드상품 출시마케팅,3,카드상품 시장조사 마케팅 실무자
3,1,3,1,개인신용분석,1,3,정보수집,3,개인신용분석 Assistant
3,1,3,1,개인신용분석,2,3,재무정보 분석,3,개인신용분석 Assistant
3,1,3,1,개인신용분석,3,4,비재무정보 분석,4,개인신용분석 Junior
3,1,3,1,개인신용분석,7,6,신용정보 집중관리,6,개인신용분석 Master
3,1,3,1,개인신용분석,4,5,신용등급의 개발,5,개인신용분석 Senior
3,1,3,1,개인신용분석,5,5,신용등급의 운용,5,개인신용분석 Senior
3,1,3,1,개인신용분석,8,5,개인정보 관리,5,개인신용분석 Senior
3,1,3,1,개인신용분석,9,5,개인신용 분석·응용,5,개인신용분석 Senior
3,1,3,1,개인신용분석,10,5,외부정보 신용등급 사후관리,5,개인신용분석 Senior
3,1,3,1,개인신용분석,11,5,내부정보 신용등급 사후관리,5,개인신용분석 Senior
3,1,3,1,개인신용분석,12,5,부실징후 분석,5,개인신용분석 Senior
3,1,3,2,기업신용분석,1,4,기업신용분석 관련 정보수집,4,기업신용분석 Junior
3,1,3,2,기업신용분석,7,6,사업성검토·기업가치 평가,6,기업신용분석 Master
3,1,3,2,기업신용분석,2,5,산업위험 분석,5,기업신용분석 Senior
3,1,3,2,기업신용분석,4,5,재무상태 분석,5,기업신용분석 Senior
3,1,3,2,기업신용분석,5,5,경영성과 분석,5,기업신용분석 Senior
3,1,3,2,기업신용분석,6,5,현금흐름분석,5,기업신용분석 Senior
3,1,3,2,기업신용분석,8,5,기업신용등급 결정,5,기업신용분석 Senior
3,1,3,2,기업신용분석,9,5,경영위험 분석,5,기업신용분석 Senior
3,1,3,2,기업신용분석,10,5,영업위험 분석,5,기업신용분석 Senior
3,1,3,3,여신심사,1,3,여신상담,3,여신심사 Assistant
3,1,3,3,여신심사,8,3,여신 실행,3,여신심사 Assistant
3,1,3,3,여신심사,2,4,채무관계인 분석,4,여신심사 Junior
3,1,3,3,여신심사,3,4,자금용도 검토,4,여신심사 Junior
3,1,3,3,여신심사,5,4,채권 보전 검토,4,여신심사 Junior
3,1,3,3,여신심사,4,6,상환가능성 평가,6,여신심사 Master
3,1,3,3,여신심사,6,6,여신조건 결정,6,여신심사 Master
3,1,3,3,여신심사,7,6,여신 심사보고서 작성,6,여신심사 Master
3,1,3,3,여신심사,9,5,여신사후관리,5,여신심사 Senior
3,1,3,3,여신심사,11,5,문제여신발견,5,여신심사 Senior
3,1,3,3,여신심사,12,5,문제여신회수,5,여신심사 Senior
3,1,4,1,펀드운용,8,5,펀드 리스크관리,5,리스크 관리자
3,1,4,1,펀드운용,11,3,펀드 수탁관리,3,수탁관리 담당자
3,1,4,1,펀드운용,3,5,산업별 개별투자대상 분석,5,애널리스트
3,1,4,1,펀드운용,7,5,펀드 컴플라이언스,5,운용지원 관리자
3,1,4,1,펀드운용,9,5,펀드 성과분석,5,운용지원 관리자
3,1,4,1,펀드운용,10,5,펀드회계,5,운용지원 관리자
3,1,4,1,펀드운용,2,6,펀드 자산배분,6,자산 배분가
3,1,4,1,펀드운용,6,3,주문실행,3,트레이더
3,1,4,1,펀드운용,5,5,위탁운용사 자문사 관리,5,펀드기획 관리자
3,1,4,1,펀드운용,12,5,펀드상품 기획,5,펀드기획 관리자
3,1,4,1,펀드운용,13,4,펀드등록 관리,4,펀드기획 실무자
3,1,4,1,펀드운용,4,6,포트폴리오 운용,6,포트폴리오 매니저
3,1,4,2,주식·채권운용,4,6,계량모형분석,6,계량분석 전문가
3,1,4,2,주식·채권운용,11,5,주식·채권 리스크 관리,5,리스크 관리자
3,1,4,2,주식·채권운용,2,5,거시경제분석,5,애널리스트
3,1,4,2,주식·채권운용,3,5,산업분석,5,애널리스트
3,1,4,2,주식·채권운용,5,5,기업분석,5,애널리스트
3,1,4,2,주식·채권운용,6,5,주식가치평가,5,애널리스트
3,1,4,2,주식·채권운용,7,5,채권가치평가,5,애널리스트
3,1,4,2,주식·채권운용,12,4,주식·채권 운용성과 분석,4,운용지원 담당자
3,1,4,2,주식·채권운용,13,4,주식 투자목표 수립,4,운용지원 담당자
3,1,4,2,주식·채권운용,14,4,채권 투자목표 수립,4,운용지원 담당자
3,1,4,2,주식·채권운용,8,7,주식투자전략 수립,7,주식·채권 운용 총괄책임자
3,1,4,2,주식·채권운용,9,7,채권투자전략 수립,7,주식·채권 운용 총괄책임자
3,1,4,2,주식·채권운용,10,6,주식·채권 포트폴리오 구성,6,주식·채권 운용역
3,1,4,3,파생상품운용,7,4,파생상품 매매관리,4,매매관리 담당자
3,1,4,3,파생상품운용,5,6,파생상품 운용전략 수립,6,트레이더
3,1,4,3,파생상품운용,6,6,파생상품 매매실행,6,트레이더
3,1,4,3,파생상품운용,8,5,파생상품 리스크관리,5,파생상품 내부통제 담당자
3,1,4,3,파생상품운용,9,5,파생상품 컴플라이언스,5,파생상품 내부통제 담당자
3,1,4,3,파생상품운용,2,6,파생상품 운용시스템 개발,6,파생상품 모형개발 담당자
3,1,4,3,파생상품운용,4,5,파생상품분석,5,파생상품 설계담당자
3,1,4,3,파생상품운용,12,5,파생상품 거래분석,5,파생상품 설계담당자
3,1,4,3,파생상품운용,11,4,파생상품 시장분석,4,파생상품 시장분석 담당자
3,1,4,3,파생상품운용,1,7,파생상품 운용목표 수립,7,파생상품운용 총괄책임자
3,1,4,3,파생상품운용,10,7,파생상품 성과평가,7,파생상품운용 총괄책임자
3,1,4,4,대체투자,10,7,투자 리스크관리,7,대체투자 리스크 총괄책임자
3,1,4,4,대체투자,8,4,투자 사무관리,4,대체투자 사무관리자
3,1,4,4,대체투자,2,7,투자전략 수립,7,대체투자 운용 총괄책임자
3,1,4,4,대체투자,4,7,투자 발굴 실사,7,대체투자 운용 총괄책임자
3,1,4,4,대체투자,5,7,투자실행,7,대체투자 운용 총괄책임자
3,1,4,4,대체투자,7,7,투자회수,7,대체투자 운용 총괄책임자
3,1,4,4,대체투자,1,6,투자시장 분석,6,대체투자 운용역
3,1,4,4,대체투자,3,6,투자자금 모집,6,대체투자 운용역
3,1,4,4,대체투자,6,6,투자자산 관리,6,대체투자 운용역
3,1,4,4,대체투자,9,5,투자 성과평가,5,대체투자 운용지원 관리자
3,1,4,5,신탁자산관리,5,7,신탁부동산개발,7,개발신탁 총괄책임자
3,1,4,5,신탁자산관리,11,5,신탁상품 기획,5,신탁상품 기획 관리자
3,1,4,5,신탁자산관리,12,5,신탁상품 출시,5,신탁상품 기획 관리자
3,1,4,5,신탁자산관리,2,5,신탁자산관리 기획,5,신탁자산관리 관리자
3,1,4,5,신탁자산관리,3,5,금전신탁관리,5,신탁자산관리 관리자
3,1,4,5,신탁자산관리,4,5,금전채권신탁관리,5,신탁자산관리 관리자
3,1,4,5,신탁자산관리,10,4,신탁자산 보관결제,4,신탁자산관리 담당자
3,1,4,5,신탁자산관리,8,5,신탁회계,5,신탁지원 관리자
3,1,4,5,신탁자산관리,9,5,신탁리스크관리,5,신탁지원 관리자
3,1,4,5,신탁자산관리,6,6,실물자산 신탁관리,6,실물자산관리 책임자
3,1,4,5,신탁자산관리,7,5,증권신탁관리,5,증권신탁관리 책임자
3,1,5,1,결제,10,7,결제위험 관리,7,General Manager
3,1,5,1,결제,3,4,결제방법 결정,4,Junior Manager
3,1,5,1,결제,7,4,외환 결제,4,Junior Manager
3,1,5,1,결제,9,4,결제 마감,4,Junior Manager
3,1,5,1,결제,12,4,금융공동망 결제,4,Junior Manager
3,1,5,1,결제,5,5,거액 결제,5,Manager
3,1,5,1,결제,6,5,증권 결제,5,Manager
3,1,5,1,결제,8,5,결제 보고,5,Manager
3,1,5,1,결제,2,3,금융거래 확인,3,Senior Associate
3,1,5,1,결제,11,3,소액 결제,3,Senior Associate
3,1,5,1,결제,1,6,결제 기획,6,Senior Manager
3,1,5,2,채권추심,1,4,채권추심 사전관리,4,채권추심 실무수행자
3,1,5,2,채권추심,2,4,채무자 재산조사,4,채권추심 실무수행자
3,1,5,2,채권추심,3,4,채무자 부실징후 파악,4,채권추심 실무수행자
3,1,5,2,채권추심,6,6,채권 회수전략 수립,6,채권추심관리자
3,1,5,2,채권추심,9,6,추심소송,6,채권추심관리자
3,1,5,2,채권추심,7,5,채권 회수활동,5,채권추심실무전문가
3,1,5,2,채권추심,8,5,채권 보전조치,5,채권추심실무전문가
3,1,5,2,채권추심,10,5,강제집행,5,채권추심실무전문가
3,1,5,2,채권추심,11,5,채무자 상환능력 분석,5,채권추심실무전문가
3,1,5,2,채권추심,12,5,채무자 관련 인적 정보 분석,5,채권추심실무전문가
3,1,5,2,채권추심,13,5,담보상태 분석,5,채권추심실무전문가
3,1,5,2,채권추심,14,5,담보가치 분석,5,채권추심실무전문가
3,1,5,3,리스크관리,2,5,리스크 식별,5,리스크관리 실무자
3,1,5,3,리스크관리,4,5,리스크 측정,5,리스크관리 실무자
3,1,5,3,리스크관리,7,5,적정성 관리,5,리스크관리 실무자
3,1,5,3,리스크관리,9,5,리스크관리 모니터링,5,리스크관리 실무자
3,1,5,3,리스크관리,12,5,리스크관리 조직운영,5,리스크관리 실무자
3,1,5,3,리스크관리,3,6,리스크 평가,6,리스크관리 책임자
3,1,5,3,리스크관리,5,6,자산 건전성 관리,6,리스크관리 책임자
3,1,5,3,리스크관리,6,6,신용포트폴리오 관리,6,리스크관리 책임자
3,1,5,3,리스크관리,8,6,위기상황 분석,6,리스크관리 책임자
3,1,5,3,리스크관리,10,6,위험조정성과평가,6,리스크관리 책임자
3,1,5,3,리스크관리,11,6,리스크관리 기획,6,리스크관리 책임자
3,1,6,1,증권거래업무,6,5,금융상품 투자중개,5,(가칭) 금융상품 판매 책임자
3,1,6,1,증권거래업무,7,7,고객자산 포트폴리오 제공,7,(가칭) 자산관리(WM) 관리자
3,1,6,1,증권거래업무,10,3,증권 계좌관리,3,(가칭) 증권 계좌관리 담당자
3,1,6,1,증권거래업무,8,7,증권거래 컴플라이언스,7,(가칭) 증권거래 컴플라이언스 관리자
3,1,6,1,증권거래업무,9,5,증권거래업무 지원,5,(가칭) 증권거래업무지원 책임자
3,1,6,1,증권거래업무,2,5,증권거래 투자상담,5,(가칭) 증권중개 담당자
3,1,6,1,증권거래업무,4,5,국내 증권관리,5,(가칭) 증권중개 담당자
3,1,6,1,증권거래업무,5,5,해외 증권관리,5,(가칭) 증권중개 담당자
3,1,6,1,증권거래업무,3,6,증권거래 조사분석,6,(가칭) 증권중개 투자분석 책임자
3,1,6,1,증권거래업무,1,4,증권거래 고객마케팅,4,(가칭)증권거래 고객마케팅 담당자
3,1,6,2,외환·파생업무,1,5,외환·파생 고객관리,5,고객관리 담당자
3,1,6,2,외환·파생업무,9,5,외환·파생 조사분석,5,시장분석가
3,1,6,2,외환·파생업무,2,4,외국환 확인업무,4,외국환업무 담당자
3,1,6,2,외환·파생업무,3,4,외국환 창구업무,4,외국환업무 담당자
3,1,6,2,외환·파생업무,7,7,외환·파생 리스크관리,7,외환·파생 리스크관리자
3,1,6,2,외환·파생업무,4,6,외환·파생 상품설계 제안,6,외환·파생 업무 책임자
3,1,6,2,외환·파생업무,6,6,대고객거래 관리,6,외환·파생 업무 책임자
3,1,6,2,외환·파생업무,10,6,외환·파생 업무지원,6,외환·파생 업무 책임자
3,1,6,2,외환·파생업무,11,7,외환·파생 컴플라이언스,7,외환·파생 컴플라이언스 관리자
3,1,6,2,외환·파생업무,5,5,은행간거래 관리,5,은행간거래 담당자
3,1,6,2,외환·파생업무,8,4,외환·파생 후선업무,4,후선업무 담당자
3,1,6,3,인수업무,10,7,유동화증권 투자자 모집,7,유동화증권 인수주선 관리자
3,1,6,3,인수업무,5,4,유동화증권신고서 작성 제출,4,유동화증권 인수주선 담당자
3,1,6,3,인수업무,3,6,유동화증권 기초자산 검토,6,유동화증권 인수주선 책임자
3,1,6,3,인수업무,1,7,자금조달 제안,7,증권 인수주선 관리자
3,1,6,3,인수업무,4,4,증권신고서 작성 제출,4,증권 인수주선 담당자
3,1,6,3,인수업무,9,2,증권발행,2,증권 인수주선 사무원
3,1,6,3,인수업무,11,5,인수대상회사 사전 실사,5,증권 인수주선 책임자
3,1,6,3,인수업무,12,5,인수대상회사 본 실사,5,증권 인수주선 책임자
3,1,6,3,인수업무,6,6,주식 가격 결정,6,증권 인수주선 총괄책임자
3,1,6,3,인수업무,7,6,채권 가격 결정,6,증권 인수주선 총괄책임자
3,1,6,3,인수업무,8,6,주식연계증권 가격 결정,6,증권 인수주선 총괄책임자
3,1,6,4,증권상장업무,5,4,증권신고서 작성 제출,4,공모 담당자
3,1,6,4,증권상장업무,7,4,공모상장,4,공모 담당자
3,1,6,4,증권상장업무,4,5,상장심사,5,상장(IPO) 실무책임자
3,1,6,4,증권상장업무,6,5,수요예측(Book Building),5,상장(IPO) 실무책임자
3,1,6,4,증권상장업무,10,5,상장폐지,5,상장(IPO) 실무책임자
3,1,6,4,증권상장업무,11,5,기업가치평가 사전분석,5,상장(IPO) 실무책임자
3,1,6,4,증권상장업무,12,5,공모예정가격 산출,5,상장(IPO) 실무책임자
3,1,6,4,증권상장업무,2,7,상장전략 수립,7,상장(IPO) 인수주선 관리자
3,1,6,4,증권상장업무,8,7,SPAC상장,7,상장(IPO) 인수주선 관리자
3,1,6,4,증권상장업무,1,6,상장대상기업 발굴,6,상장(IPO) 총괄책임자
3,1,6,4,증권상장업무,9,6,코넥스상장,6,상장(IPO) 총괄책임자
3,1,6,5,외화조달·외화대출업무,9,6,여신심사약정,6,외화대출 관리자
3,1,6,5,외화조달·외화대출업무,10,4,여신실행 사후관리,4,외화대출 담당자
3,1,6,5,외화조달·외화대출업무,8,5,여신준비,5,외화대출 책임자
3,1,6,5,외화조달·외화대출업무,1,7,조달 전략 수립,7,외화조달 관리자
3,1,6,5,외화조달·외화대출업무,4,7,채권 발행,7,외화조달 관리자
3,1,6,5,외화조달·외화대출업무,5,7,신디케이트론 차입,7,외화조달 관리자
3,1,6,5,외화조달·외화대출업무,7,4,조달 사후관리,4,외화조달 담당자
3,1,6,5,외화조달·외화대출업무,2,5,조달 프로그램 관리,5,외화조달 실무책임자
3,1,6,5,외화조달·외화대출업무,6,5,단기유동성 관리,5,외화조달 실무책임자
3,1,6,5,외화조달·외화대출업무,3,6,투자자 관리,6,외화조달 총괄책임자
3,1,6,6,무역금융업무,6,4,수입신용장 개설,4,수입업무 담당자
3,1,6,6,무역금융업무,1,3,수출신용장 통지,3,수출 신용장관리 담당자
3,1,6,6,무역금융업무,2,3,수출신용장 양도,3,수출 신용장관리 담당자
3,1,6,6,무역금융업무,3,4,신용장방식 수출환어음 매입추심,4,수출업무 담당자
3,1,6,6,무역금융업무,4,4,무신용장방식 수출환어음 매입추심,4,수출업무 담당자
3,1,6,6,무역금융업무,5,5,수출대금 사후관리,5,수출입업무 책임자
3,1,6,6,무역금융업무,7,5,수입선적서류 인수결제,5,수출입업무 책임자
3,1,6,6,무역금융업무,9,5,외화지급보증 지급관리,5,수출입업무 책임자
3,1,6,6,무역금융업무,8,6,외화지급보증 개설,6,수출입업무 총괄책임자
3,1,6,6,무역금융업무,10,6,한국은행 무역금융 취급,6,수출입업무 총괄책임자
3,2,1,1,보험동향분석,2,7,금융 산업 현황 분석,7,동향분석 관리자
3,2,1,1,보험동향분석,6,7,상품 개발 전 리스크 분석,7,동향분석 관리자
3,2,1,1,보험동향분석,10,7,상품관련 보험회사의 사회적 책임 전략 수립,7,동향분석 관리자
3,2,1,1,보험동향분석,7,8,재보험 활용 전략 수립,8,동향분석 총괄관리자
3,2,1,1,보험동향분석,8,8,보험 상품 마케팅 전략 수립,8,동향분석 총괄관리자
3,2,1,1,보험동향분석,9,5,보험 상품 개발 제안서 작성,5,상품개발 제안 담당
3,2,1,1,보험동향분석,1,6,거시 경제 분석,6,시장분석 전문가
3,2,1,1,보험동향분석,3,6,보험 소비자 수요 분석,6,시장분석 전문가
3,2,1,1,보험동향분석,5,6,보험 상품 시장성 분석,6,시장분석 전문가
3,2,1,1,보험동향분석,4,4,국내외 보험 시장 현황 분석,4,시장분석담당
3,2,1,2,보험상품개발,1,8,보험상품개발 전략 수립,8,상품개발 관리자
3,2,1,2,보험상품개발,5,8,상품 개발안 설정,8,상품개발 관리자
3,2,1,2,보험상품개발,2,6,시장 니즈 분석,6,상품개발 실무자
3,2,1,2,보험상품개발,6,6,보험 상품 인가,6,상품개발 실무자
3,2,1,2,보험상품개발,3,7,보험 상품 디자인,7,상품개발 책임자
3,2,1,2,보험상품개발,4,7,보험 위험률 개발,7,상품개발 책임자
3,2,1,2,보험상품개발,8,5,상품 모니터링,5,상품모니터링 담당자
3,2,1,2,보험상품개발,7,5,보험 판매 준비,5,판매자원 담당자
3,2,1,3,보험계리,9,8,계리 경영 관리,8,계리경영 관리자
3,2,1,3,보험계리,8,6,계약자배당관리,6,계약자 배당 계리 전문가
