대분류코드,중분류코드,소분류코드,직무코드,직무명,직무역량코드,직무역량수준(능력단위수준 이면서 세분류의 자식),직무역량명,수준(직급수준),직급명
19,3,14,2,플렉시블디스플레이검사,2,4,플렉시블 디스플레이 BP광학 검사,4,플렉시블 디스플레이 검사 전임자
19,3,14,2,플렉시블디스플레이검사,5,4,플렉시블 디스플레이 마스크 검사,4,플렉시블 디스플레이 검사 전임자
19,3,14,2,플렉시블디스플레이검사,6,4,플렉시블 디스플레이 OLED 증착 검사,4,플렉시블 디스플레이 검사 전임자
19,3,14,2,플렉시블디스플레이검사,7,4,플렉시블 디스플레이 봉지 검사,4,플렉시블 디스플레이 검사 전임자
19,3,14,2,플렉시블디스플레이검사,8,4,플렉시블 디스플레이 LLO 검사,4,플렉시블 디스플레이 검사 전임자
19,3,14,3,플렉시블디스플레이재료개발,1,5,플렉시블 디스플레이 기판 재료 개발,5,플렉시블 디스플레이  재료 개발 관리자
19,3,14,3,플렉시블디스플레이재료개발,2,5,플렉시블 디스플레이 구동부 재료 개발,5,플렉시블 디스플레이  재료 개발 관리자
19,3,14,3,플렉시블디스플레이재료개발,3,5,플렉시블 디스플레이 발광부 재료 개발,5,플렉시블 디스플레이  재료 개발 관리자
19,3,14,3,플렉시블디스플레이재료개발,4,5,플렉시블 디스플레이 봉지 재료 개발,5,플렉시블 디스플레이  재료 개발 관리자
19,3,14,3,플렉시블디스플레이재료개발,5,5,플렉시블 디스플레이 모듈 재료 개발,5,플렉시블 디스플레이  재료 개발 관리자
19,3,14,3,플렉시블디스플레이재료개발,7,3,플렉시블 디스플레이 재료 품질관리,3,플렉시블 디스플레이  재료 관리 실무자
19,3,14,3,플렉시블디스플레이재료개발,8,3,플렉시블 디스플레이 재료 안전관리,3,플렉시블 디스플레이  재료 관리 실무자
19,3,14,3,플렉시블디스플레이재료개발,6,4,플렉시블 디스플레이 재료 생산,4,플렉시블 디스플레이  재료 생산 전임자
19,3,15,1,스마트팜기술개발,8,5,통합운영 시스템개발,5,스마트팜 기술 고급개발자
19,3,15,1,스마트팜기술개발,9,5,생산성 예측모델링,5,스마트팜 기술 고급개발자
19,3,15,1,스마트팜기술개발,1,4,기술개발검토,4,스마트팜 기술 기획실무자
19,3,15,1,스마트팜기술개발,11,4,기술표준화인증,4,스마트팜 기술 기획실무자
19,3,15,1,스마트팜기술개발,3,4,생육진단 시스템개발,4,스마트팜 기술 중급개발자
19,3,15,1,스마트팜기술개발,4,4,병해충진단 시스템개발,4,스마트팜 기술 중급개발자
19,3,15,1,스마트팜기술개발,5,4,양·수분제어 시스템개발,4,스마트팜 기술 중급개발자
19,3,15,1,스마트팜기술개발,7,4,환경제어 시스템개발,4,스마트팜 기술 중급개발자
19,3,15,1,스마트팜기술개발,2,3,센싱기술개발,3,스마트팜 기술 초급개발자
19,3,15,1,스마트팜기술개발,6,3,에너지제어 시스템개발,3,스마트팜 기술 초급개발자
19,3,15,1,스마트팜기술개발,10,3,시스템 유지보수,3,스마트팜 기술 초급개발자
19,3,15,2,스마트팜계측,1,4,센서·계측기기 설치운용,4,스마트팜 계측 설치운용자
19,3,15,2,스마트팜계측,8,4,계측데이터 기본분석,4,스마트팜 계측 중급실무자
19,3,15,2,스마트팜계측,2,3,지상환경데이터 계측,3,스마트팜 계측 초급실무자
19,3,15,2,스마트팜계측,3,3,양·수분데이터 계측,3,스마트팜 계측 초급실무자
19,3,15,2,스마트팜계측,4,3,병충해데이터 계측,3,스마트팜 계측 초급실무자
19,3,15,2,스마트팜계측,5,3,생육데이터 계측,3,스마트팜 계측 초급실무자
19,3,15,2,스마트팜계측,6,3,에너지데이터 계측,3,스마트팜 계측 초급실무자
19,3,15,2,스마트팜계측,7,3,생산품질데이터 계측,3,스마트팜 계측 초급실무자
19,3,16,1,OLED조명개발,3,4,OLED 조명 기구개발,4,OLED조명개발 선임자
19,3,16,1,OLED조명개발,4,4,OLED 조명 회로개발,4,OLED조명개발 선임자
19,3,16,1,OLED조명개발,6,4,OLED 조명 시험분석,4,OLED조명개발 선임자
19,3,16,1,OLED조명개발,5,3,OLED 조명 시제품 제작,3,OLED조명개발 실무자
19,3,16,1,OLED조명개발,7,3,OLED 조명 개발제품 인증,3,OLED조명개발 실무자
19,3,16,1,OLED조명개발,8,3,OLED 조명 양산이관,3,OLED조명개발 실무자
19,3,16,1,OLED조명개발,1,5,OLED 조명 개발환경 분석,5,OLED조명개발 책임자
19,3,16,1,OLED조명개발,2,5,OLED 조명 개발계획 수립,5,OLED조명개발 책임자
19,3,17,1,커넥티드카소프트웨어기술개발,7,5,커넥티드카 소프트웨어 보안기술 개발,5,커넥티드카 보안기술 개발관리자
19,3,17,1,커넥티드카소프트웨어기술개발,1,5,커넥티드카 소프트웨어 요구사항 분석,5,커넥티드카 소프트웨어 개발관리자
19,3,17,1,커넥티드카소프트웨어기술개발,2,5,커넥티드카 소프트웨어 아키텍처 설계,5,커넥티드카 소프트웨어 개발관리자
19,3,17,1,커넥티드카소프트웨어기술개발,3,3,커넥티드카 OS기반 미들웨어 설계,3,커넥티드카 소프트웨어 개발실무자
19,3,17,1,커넥티드카소프트웨어기술개발,5,3,커넥티드카 HMI/UX 개발,3,커넥티드카 소프트웨어 개발실무자
19,3,17,1,커넥티드카소프트웨어기술개발,4,4,커넥티드카 무선통신 프로토콜 설계,4,커넥티드카 소프트웨어 개발책임자
19,3,17,1,커넥티드카소프트웨어기술개발,6,4,커넥티드카 애플리케이션 소프트웨어 개발,4,커넥티드카 소프트웨어 개발책임자
19,3,17,1,커넥티드카소프트웨어기술개발,8,2,커넥티드카 소프트웨어 기능테스트,2,커넥티드카 소프트웨어 기능테스트 담당자
19,3,17,2,커넥티드카콘텐츠서비스,2,3,커넥티드카 콘텐츠·서비스 UI/UX 디자인 개발,3,커넥티드카 콘텐츠·서비스 개발실무자
19,3,17,2,커넥티드카콘텐츠서비스,4,3,커넥티드카 차량 서비스 운용,3,커넥티드카 콘텐츠·서비스 개발실무자
19,3,17,2,커넥티드카콘텐츠서비스,7,3,커넥티드카 콘텐츠·서비스 입력기술 구현,3,커넥티드카 콘텐츠·서비스 개발실무자
19,3,17,2,커넥티드카콘텐츠서비스,8,3,커넥티드카 콘텐츠·서비스 표출기술 구현,3,커넥티드카 콘텐츠·서비스 개발실무자
19,3,17,2,커넥티드카콘텐츠서비스,3,4,커넥티드카 콘텐츠·서비스 운영 플랫폼 구성,4,커넥티드카 콘텐츠·서비스 개발책임자
19,3,17,2,커넥티드카콘텐츠서비스,5,4,차량 데이터 처리기술 개발,4,커넥티드카 콘텐츠·서비스 개발책임자
19,3,17,2,커넥티드카콘텐츠서비스,1,4,커넥티드카 콘텐츠·서비스 기획,4,커넥티드카 콘텐츠·서비스 기획책임자
19,3,17,2,커넥티드카콘텐츠서비스,6,5,커넥티드카 콘텐츠·서비스 보안기술 개발,5,커넥티드카 콘텐츠·서비스 보안기술 개발관리자
19,3,18,1,자율주행하드웨어개발,1,5,주행환경 인지모듈,5,고급 자율주행 개발자
19,3,18,1,자율주행하드웨어개발,2,5,지도 측위 모듈,5,고급 자율주행 개발자
19,3,18,1,자율주행하드웨어개발,3,5,차량 동적제어 모듈,5,고급 자율주행 개발자
19,3,18,1,자율주행하드웨어개발,4,4,차량 통신 모듈,4,중급 자율주행 개발자
19,3,18,1,자율주행하드웨어개발,5,4,HMI 모듈,4,중급 자율주행 개발자
19,3,18,1,자율주행하드웨어개발,6,3,자율주행 모듈 성능평가,3,초급 자율주행 개발자
19,3,18,1,자율주행하드웨어개발,7,3,자율주행 안전편의 모듈시험,3,초급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,3,5,자율주행 Sensor Fusion,5,고급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,4,5,자율주행 위치 측위,5,고급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,7,5,자율주행 경로 생성(Planning),5,고급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,8,5,자율주행 행동 판단,5,고급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,9,5,자율주행 소프트웨어 고장안전(Fail-Safe),5,고급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,2,4,자율주행 객체 인식,4,중급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,5,4,자율주행 인프라 Data 수집,4,중급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,6,4,자율주행 HMI/UX 구현,4,중급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,1,6,자율주행 소프트웨어 아키텍처 설계,6,특급 자율주행 개발자
19,3,18,2,자율주행소프트웨어개발,10,6,자율주행 소프트웨어 통합,6,특급 자율주행 개발자
19,3,19,1,혼합현실(MR)기반협업시스템개발,2,5,혼합현실(MR)기반 협업시스템 요구사항 분석,5,혼합현실협업시스템 관리자
19,3,19,1,혼합현실(MR)기반협업시스템개발,9,5,혼합현실(MR)기반 협업시스템 시스템 통합테스트,5,혼합현실협업시스템 관리자
19,3,19,1,혼합현실(MR)기반협업시스템개발,1,3,혼합현실(MR)기반 협업시스템 개발관리 정보 파악,3,혼합현실협업시스템 담당자
19,3,19,1,혼합현실(MR)기반협업시스템개발,7,3,혼합현실(MR)기반 협업시스템 UI/UX 개발,3,혼합현실협업시스템 담당자
19,3,19,1,혼합현실(MR)기반협업시스템개발,8,3,혼합현실(MR)기반 협업시스템 시스템 통합,3,혼합현실협업시스템 담당자
19,3,19,1,혼합현실(MR)기반협업시스템개발,10,3,혼합현실(MR)기반 협업시스템 서비스 배포,3,혼합현실협업시스템 담당자
19,3,19,1,혼합현실(MR)기반협업시스템개발,3,4,혼합현실(MR)기반 협업시스템 설계,4,혼합현실협업시스템 실무자
19,3,19,1,혼합현실(MR)기반협업시스템개발,4,4,혼합현실(MR)기반 협업시스템 UI/UX 설계,4,혼합현실협업시스템 실무자
19,3,19,1,혼합현실(MR)기반협업시스템개발,5,4,혼합현실(MR)기반 협업시스템 소프트웨어(Software) 설계,4,혼합현실협업시스템 실무자
19,3,19,1,혼합현실(MR)기반협업시스템개발,6,4,혼합현실(MR)기반 협업시스템 소프트웨어(Software) 개발,4,혼합현실협업시스템 실무자
20,1,1,1,정보기술전략,9,5,정보기술 전략 통합관리,5,정보기술 선임 전략기획자
20,1,1,1,정보기술전략,10,5,정보기술 전략 실행관리,5,정보기술 선임 전략기획자
20,1,1,1,정보기술전략,1,7,정보기술 전략 기획,7,정보기술 수석 전략기획자
20,1,1,1,정보기술전략,2,7,정보기술 거버넌스 전략 수립,7,정보기술 수석 전략기획자
20,1,1,1,정보기술전략,7,7,정보기술 투자계획 수립,7,정보기술 수석 전략기획자
20,1,1,1,정보기술전략,3,6,정보기술 R&amp;D 전략 수립,6,정보기술 책임 전략기획자
20,1,1,1,정보기술전략,4,6,정보기술 프로세스관리 전략 수립,6,정보기술 책임 전략기획자
20,1,1,1,정보기술전략,5,6,정보기술 아키텍처 계획 수립,6,정보기술 책임 전략기획자
20,1,1,1,정보기술전략,6,6,정보기술 협업관리 전략 수립,6,정보기술 책임 전략기획자
20,1,1,1,정보기술전략,8,6,정보기술 성과관리,6,정보기술 책임 전략기획자
20,1,1,2,정보기술컨설팅,2,6,정보기술 조직 경영전략 분석,6,정보기술 선임 컨설턴트
20,1,1,2,정보기술컨설팅,3,6,정보기술 조직 경영환경 분석,6,정보기술 선임 컨설턴트
20,1,1,2,정보기술컨설팅,11,6,정보시스템인프라분석,6,정보기술 선임 컨설턴트
20,1,1,2,정보기술컨설팅,12,6,정보시스템애플리케이션분석,6,정보기술 선임 컨설턴트
20,1,1,2,정보기술컨설팅,1,8,정보기술 컨설팅 기획,8,정보기술 수석 컨설턴트
20,1,1,2,정보기술컨설팅,6,8,정보기술 컨설팅 목표 수립,8,정보기술 수석 컨설턴트
20,1,1,2,정보기술컨설팅,9,8,정보기술 컨설팅 수행 관리,8,정보기술 수석 컨설턴트
20,1,1,2,정보기술컨설팅,4,7,정보기술 컨설팅 대상업무 분석,7,정보기술 책임 컨설턴트
20,1,1,2,정보기술컨설팅,7,7,정보기술 컨설팅 대상업무 개선방안 도출,7,정보기술 책임 컨설턴트
20,1,1,2,정보기술컨설팅,8,7,정보시스템 개선방안 도출,7,정보기술 책임 컨설턴트
20,1,1,2,정보기술컨설팅,10,7,정보기술 컨설팅 성과 측정,7,정보기술 책임 컨설턴트
20,1,1,3,정보기술기획,7,5,정보기술 운영방안 수립,5,정보기술 기획자
20,1,1,3,정보기술기획,8,5,프로젝트 자원 투입계획 수립,5,정보기술 기획자
20,1,1,3,정보기술기획,9,5,프로젝트 실행계획 수립,5,정보기술 기획자
20,1,1,3,정보기술기획,1,6,IT 비즈니스 환경분석,6,정보기술 선임 기획자
20,1,1,3,정보기술기획,2,6,정보기술 환경분석,6,정보기술 선임 기획자
20,1,1,3,정보기술기획,4,6,정보기술 예산 수립,6,정보기술 선임 기획자
20,1,1,3,정보기술기획,5,6,정보기술 모형 설계,6,정보기술 선임 기획자
20,1,1,3,정보기술기획,6,6,정보기술 아키텍처 설계,6,정보기술 선임 기획자
20,1,1,3,정보기술기획,10,6,정보기술 조직 성과 분석,6,정보기술 선임 기획자
20,1,1,3,정보기술기획,3,7,정보기술 전략 수립,7,정보기술 책임 기획자
20,1,1,4,SW제품기획,1,5,SW제품기업 내부 환경 분석,5,SW제품 기획자
20,1,1,4,SW제품기획,2,5,SW제품기업 외부 환경 분석,5,SW제품 기획자
20,1,1,4,SW제품기획,5,5,SW제품 명세 작성,5,SW제품 기획자
20,1,1,4,SW제품기획,6,7,SW제품 중장기 로드맵 수립,7,SW제품 책임 기획자
20,1,1,4,SW제품기획,3,6,SW제품 기술 검토,6,"SW제품전략 선임 기획자, SW제품지원 선임 기획자"
20,1,1,4,SW제품기획,4,6,SW제품 시장성 분석,6,"SW제품전략 선임 기획자, SW제품지원 선임 기획자"
20,1,1,4,SW제품기획,7,6,SW제품 개발 계획 수립,6,"SW제품전략 선임 기획자, SW제품지원 선임 기획자"
20,1,1,4,SW제품기획,8,6,SW제품 지원 계획 수립,6,"SW제품전략 선임 기획자, SW제품지원 선임 기획자"
20,1,1,4,SW제품기획,9,6,SW제품 판매 계획 수립,6,"SW제품전략 선임 기획자, SW제품지원 선임 기획자"
20,1,1,4,SW제품기획,10,6,SW제품 마케팅 계획 수립,6,"SW제품전략 선임 기획자, SW제품지원 선임 기획자"
20,1,1,5,빅데이터분석,10,5,분석 데이터 전처리,5,데이터 분석가
20,1,1,5,빅데이터분석,16,5,데이터 분석 기초 기술 활용,5,데이터 분석가
20,1,1,5,빅데이터분석,9,6,빅데이터 분석 결과 시각화,6,빅데이터 분석 전문가
20,1,1,5,빅데이터분석,11,6,탐색적 데이터 분석,6,빅데이터 분석 전문가
20,1,1,5,빅데이터분석,12,7,분석 데이터 피처(Feature) 엔지니어링,7,빅데이터 분석 책임자
20,1,1,5,빅데이터분석,13,7,빅데이터 분석 모델링,7,빅데이터 분석 책임자
20,1,1,5,빅데이터분석,14,7,빅데이터 분석 결과 평가,7,빅데이터 분석 책임자
20,1,1,5,빅데이터분석,15,7,빅데이터 분석 플로우 구성,7,빅데이터 분석 책임자
20,1,1,6,IoT융합서비스기획,1,5,IoT 환경분석,5,(가칭) 선임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,3,5,IoT 서비스 모형 기획,5,(가칭) 선임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,4,5,IoT 디바이스 기획,5,(가칭) 선임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,7,5,IoT 응용소프트웨어 기획,5,(가칭) 선임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,11,4,IoT 서비스 관리계획 수립,4,(가칭) 전임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,5,6,IoT 네트워크 기획,6,(가칭) 책임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,6,6,IoT 플랫폼 기획,6,(가칭) 책임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,8,6,IoT 데이터 응용 계획,6,(가칭) 책임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,9,6,IoT 보안 적용 계획,6,(가칭) 책임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,10,6,IoT 마케팅 계획 수립,6,(가칭) 책임 IoT융합서비스 기획자
20,1,1,6,IoT융합서비스기획,2,7,IoT 비즈니스 모델 개발,7,(가칭)수석 IoT융합서비스 기획자
20,1,1,7,빅데이터기획,2,5,빅데이터 환경분석,5,선임 빅데이터 기획자
20,1,1,7,빅데이터기획,3,5,빅데이터 분석 기획,5,선임 빅데이터 기획자
20,1,1,7,빅데이터기획,4,5,빅데이터 기술 플랫폼 기획,5,선임 빅데이터 기획자
20,1,1,7,빅데이터기획,1,7,빅데이터 서비스 기획,7,수석 빅데이터 기획자
20,1,1,7,빅데이터기획,6,7,빅데이터 활용 기획,7,수석 빅데이터 기획자
20,1,1,7,빅데이터기획,7,7,빅데이터 운영 기획,7,수석 빅데이터 기획자
20,1,1,7,빅데이터기획,5,6,빅데이터 성과 관리 기획,6,책임 빅데이터 기획자
20,1,1,8,핀테크기술기획,1,5,핀테크 환경 분석,5,선임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,2,5,핀테크 데이터 분석,5,선임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,6,5,핀테크 보안 관리 계획,5,선임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,8,5,핀테크 마케팅 계획,5,선임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,9,7,핀테크 기술 전략 수립,7,수석 핀테크 기술기획자
20,1,1,8,핀테크기술기획,3,6,핀테크 기술 분석,6,책임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,4,6,핀테크 서비스 기획,6,책임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,5,6,핀테크 플랫폼 기획,6,책임 핀테크 기술기획자
20,1,1,8,핀테크기술기획,7,6,핀테크 시스템 구축 계획,6,책임 핀테크 기술기획자
20,1,2,1,SW아키텍처,6,4,SW아키텍처 이행,4,SW아키텍처 구현 담당자
20,1,2,1,SW아키텍처,8,5,SW 개발 지원,5,SW아키텍트
20,1,2,1,SW아키텍처,4,6,SW아키텍처 요소기술선정,6,선임 SW아키텍트
20,1,2,1,SW아키텍처,7,6,SW아키텍처 테스트,6,선임 SW아키텍트
20,1,2,1,SW아키텍처,9,6,SW아키텍처 변경 관리,6,선임 SW아키텍트
20,1,2,1,SW아키텍처,2,8,SW아키텍처 비전 수립,8,수석 SW아키텍트
20,1,2,1,SW아키텍처,1,7,SW아키텍처 수행 관리,7,책임 SW아키텍트
20,1,2,1,SW아키텍처,10,7,SW아키텍처 요구사항 명세화,7,책임 SW아키텍트
20,1,2,1,SW아키텍처,11,7,후보 SW아키텍처 명세화,7,책임 SW아키텍트
20,1,2,1,SW아키텍처,12,7,SW아키텍처 설계,7,책임 SW아키텍트
20,1,2,1,SW아키텍처,13,7,SW아키텍처 문서화,7,책임 SW아키텍트
20,1,2,2,응용SW엔지니어링,14,3,애플리케이션 배포,3,SW 프로그래머
20,1,2,2,응용SW엔지니어링,25,3,화면 구현,3,SW 프로그래머
20,1,2,2,응용SW엔지니어링,27,3,애플리케이션 테스트 수행,3,SW 프로그래머
20,1,2,2,응용SW엔지니어링,30,3,프로그래밍 언어 응용,3,SW 프로그래머
20,1,2,2,응용SW엔지니어링,32,3,응용SW 기초 기술 활용,3,SW 프로그래머
20,1,2,2,응용SW엔지니어링,31,2,프로그래밍 언어 활용,2,SW 프로그램 어시스트
20,1,2,2,응용SW엔지니어링,33,2,개발자 환경 구축,2,SW 프로그램 어시스트
20,1,2,2,응용SW엔지니어링,34,2,개발 환경 운영 지원,2,SW 프로그램 어시스트
20,1,2,2,응용SW엔지니어링,19,7,애플리케이션 요구사항 분석,7,요구사항 분석가
20,1,2,2,응용SW엔지니어링,17,6,애플리케이션 리팩토링,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,18,6,인터페이스 설계,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,20,6,기능 모델링,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,21,6,애플리케이션 설계,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,22,6,정적모델 설계,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,23,6,동적모델 설계,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,28,6,소프트웨어공학 활용,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,29,6,소프트웨어개발 방법론 활용,6,응용SW 분석설계자
20,1,2,2,응용SW엔지니어링,1,5,요구사항 확인,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,5,5,데이터 입출력 구현,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,6,5,통합 구현,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,8,5,정보시스템 이행,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,9,5,제품소프트웨어 패키징,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,11,5,서버프로그램 구현,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,12,5,인터페이스 구현,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,24,5,화면 설계,5,응용SW 엔지니어
20,1,2,2,응용SW엔지니어링,26,5,애플리케이션 테스트 관리,5,응용SW 엔지니어
20,1,2,3,임베디드SW엔지니어링,25,3,오픈 플랫폼 활용,3,오픈플랫폼 프로그래머
20,1,2,3,임베디드SW엔지니어링,27,3,임베디드 SW 운영관리,3,오픈플랫폼 프로그래머
20,1,2,3,임베디드SW엔지니어링,9,5,임베디드 시스템 테스팅,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,11,5,펌웨어 분석,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,12,5,펌웨어 설계,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,14,5,펌웨어 구현,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,15,5,운영체제 커널 분석,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,19,5,디바이스 드라이버 구현 환경 구축,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,21,5,임베디드 애플리케이션 분석,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,22,5,임베디드 애플리케이션 설계,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,24,5,임베디드 애플리케이션 구현,5,임베디드SW 개발자
20,1,2,3,임베디드SW엔지니어링,16,6,운영체제 이식,6,임베디드SW 분석설계자
20,1,2,3,임베디드SW엔지니어링,17,6,디바이스 드라이버 분석,6,임베디드SW 분석설계자
20,1,2,3,임베디드SW엔지니어링,18,6,디바이스 드라이버 설계,6,임베디드SW 분석설계자
20,1,2,3,임베디드SW엔지니어링,20,6,디바이스 드라이버 구현,6,임베디드SW 분석설계자
20,1,2,3,임베디드SW엔지니어링,26,6,임베디드 SW 요구사항 분석,6,임베디드SW 분석설계자
20,1,2,3,임베디드SW엔지니어링,28,6,임베디드 SW 아키텍처 설계,6,임베디드SW 분석설계자
20,1,2,3,임베디드SW엔지니어링,1,4,하드웨어 분석,4,임베디드SW 프로그래머
20,1,2,3,임베디드SW엔지니어링,10,4,기술문서 개발,4,임베디드SW 프로그래머
20,1,2,3,임베디드SW엔지니어링,13,4,펌웨어 구현 환경 구축,4,임베디드SW 프로그래머
20,1,2,3,임베디드SW엔지니어링,23,4,임베디드 애플리케이션 구현 환경 구축,4,임베디드SW 프로그래머
20,1,2,4,DB엔지니어링,15,2,SQL작성,2,DB 어시스트
20,1,2,4,DB엔지니어링,13,3,SQL활용,3,DB 프로그래머
20,1,2,4,DB엔지니어링,5,4,데이터베이스 구현,4,DB구현 담당자
20,1,2,4,DB엔지니어링,12,5,데이터 전환,5,DB엔지니어
20,1,2,4,DB엔지니어링,14,5,SQL응용,5,DB엔지니어
20,1,2,4,DB엔지니어링,1,6,데이터베이스 요구사항 분석,6,데이터모델러
20,1,2,4,DB엔지니어링,3,6,논리 데이터베이스 설계,6,데이터모델러
20,1,2,4,DB엔지니어링,4,6,물리 데이터베이스 설계,6,데이터모델러
20,1,2,4,DB엔지니어링,8,6,데이터베이스 성능확보,6,데이터모델러
20,1,2,4,DB엔지니어링,11,6,데이터 전환 설계,6,데이터모델러
20,1,2,4,DB엔지니어링,2,7,개념데이터 모델링,7,데이터분석가
20,1,2,5,NW엔지니어링,3,6,네트워크 토폴로지 설계,6,NW 시스템 분석설계자
20,1,2,5,NW엔지니어링,6,6,네트워크 소프트웨어 아키텍처 수립,6,NW 시스템 분석설계자
20,1,2,5,NW엔지니어링,16,6,네트워크 품질 평가 계획,6,NW 시스템 분석설계자
20,1,2,5,NW엔지니어링,1,7,네트워크 환경 분석,7,NW 프로젝트 관리자
20,1,2,5,NW엔지니어링,10,7,네트워크 프로젝트 관리,7,NW 프로젝트 관리자
20,1,2,5,NW엔지니어링,5,4,네트워크 QoS 제어 설계,4,NW 소프트웨어 담당자
20,1,2,5,NW엔지니어링,12,4,네트워크 프로토콜 설계,4,NW 소프트웨어 담당자
20,1,2,5,NW엔지니어링,13,4,네트워크 자원 분석,4,NW 소프트웨어 담당자
20,1,2,5,NW엔지니어링,15,4,네트워크 프로그램 최적화,4,NW 소프트웨어 담당자
20,1,2,5,NW엔지니어링,4,5,네트워크 자원관리 설계,5,NW 소프트웨어 엔지니어
20,1,2,5,NW엔지니어링,7,5,네트워크 소프트웨어 개발 방법 수립,5,NW 소프트웨어 엔지니어
20,1,2,5,NW엔지니어링,11,5,네트워크 프로토콜 분석,5,NW 소프트웨어 엔지니어
20,1,2,5,NW엔지니어링,14,5,네트워크 QoS 수준 정의,5,NW 소프트웨어 엔지니어
20,1,2,5,NW엔지니어링,8,3,네트워크 프로그래밍 구현,3,NW 프로그래머
20,1,2,5,NW엔지니어링,17,3,네트워크 품질 평가 실행,3,NW 프로그래머
20,1,2,5,NW엔지니어링,18,3,프로토콜 패킷 분석,3,NW 프로그래머
20,1,2,6,보안엔지니어링,4,6,관리적 보안 구축,6,보안 개발자
20,1,2,6,보안엔지니어링,10,6,보안인증 관리,6,보안 개발자
20,1,2,6,보안엔지니어링,1,5,보안 구축 계획 수립,5,보안 기획자
20,1,2,6,보안엔지니어링,3,5,보안 구축 요구사항 분석,5,보안 기획자
20,1,2,6,보안엔지니어링,11,5,SW개발 보안 구축,5,보안 담당자
20,1,2,6,보안엔지니어링,12,5,DB보안 구축,5,보안 담당자
20,1,2,6,보안엔지니어링,13,5,시스템 보안 구축,5,보안 담당자
20,1,2,6,보안엔지니어링,14,5,NW보안 구축,5,보안 담당자
20,1,2,6,보안엔지니어링,5,3,물리적 보안 구축,3,보안실무자
20,1,2,7,UI/UX엔지니어링,7,4,UI 디자인,4,UI 디자인 담당자
20,1,2,7,UI/UX엔지니어링,10,4,UI/UX 가이드 제작,4,UI 디자인 담당자
20,1,2,7,UI/UX엔지니어링,8,3,UI 구현,3,UI 구현 담당자
20,1,2,7,UI/UX엔지니어링,6,5,UI 아키텍처 설계,5,UI 설계 담당자
20,1,2,7,UI/UX엔지니어링,9,2,UI 테스트,2,UI 테스트 실무자
20,1,2,7,UI/UX엔지니어링,11,2,GUI 상세디자인,2,UI 테스트 실무자
20,1,2,7,UI/UX엔지니어링,12,2,UI 제작,2,UI 테스트 실무자
20,1,2,7,UI/UX엔지니어링,4,5,UI/UX 요구 분석,5,UI/UX 기획 담당자
20,1,2,7,UI/UX엔지니어링,5,5,UI/UX 콘셉트 기획,5,UI/UX 기획 담당자
